,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Team
143,241.8,35.5,78.2,0.454,6.1,17.9,0.339,29.4,60.3,0.487,20.6,28.3,0.729,11.7,30.6,42.3,19.0,6.9,4.8,13.9,21.1,97.6,2006,CLE
144,242.4,36.3,81.2,0.447,6.0,17.1,0.352,30.3,64.1,0.473,18.1,26.0,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8,2007,CLE
145,242.1,35.8,81.7,0.439,6.7,18.8,0.358,29.1,62.8,0.463,18.0,25.1,0.717,13.3,31.3,44.6,20.0,7.1,5.2,14.0,20.9,96.4,2008,CLE
146,241.2,36.9,78.7,0.468,8.0,20.4,0.393,28.9,58.3,0.495,18.6,24.5,0.757,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3,2009,CLE
147,241.2,37.8,77.9,0.485,7.3,19.3,0.381,30.5,58.6,0.52,19.1,26.6,0.72,9.6,32.8,42.5,22.4,6.9,5.2,13.9,19.4,102.1,2010,CLE
148,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29.0,62.9,0.461,18.9,25.3,0.745,10.4,29.9,40.3,21.0,6.6,4.2,14.2,20.1,95.5,2011,CLE
149,241.9,34.3,81.2,0.422,6.7,19.3,0.346,27.6,61.9,0.446,17.8,24.9,0.716,12.7,29.5,42.3,19.8,7.1,4.0,15.4,20.0,93.0,2012,CLE
150,240.6,36.5,84.2,0.434,6.7,19.3,0.346,29.8,64.9,0.46,16.8,22.3,0.756,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,96.5,2013,CLE
151,243.0,37.0,84.8,0.437,7.1,20.0,0.356,29.9,64.8,0.461,17.0,22.7,0.751,12.1,32.1,44.1,21.2,7.1,3.7,14.2,20.0,98.2,2014,CLE
152,241.2,37.7,82.2,0.458,10.1,27.5,0.367,27.6,54.7,0.504,17.7,23.6,0.751,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1,2015,CLE
153,242.1,38.7,84.0,0.46,10.7,29.6,0.362,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,2016,CLE
154,242.4,39.9,84.9,0.47,13.0,33.9,0.384,26.9,51.0,0.528,17.5,23.3,0.748,9.3,34.4,43.7,22.7,6.6,4.0,13.7,18.1,110.3,2017,CLE
155,240.6,40.4,84.8,0.476,12.0,32.1,0.372,28.4,52.6,0.54,18.1,23.3,0.779,8.5,33.7,42.1,23.4,7.1,3.8,13.7,18.6,110.9,2018,CLE
156,240.9,38.9,87.6,0.444,10.3,29.1,0.355,28.6,58.5,0.488,16.4,20.7,0.792,10.7,31.9,42.7,20.7,6.5,2.4,13.5,20.0,104.5,2019,CLE
157,241.9,40.3,87.9,0.458,11.2,31.8,0.351,29.1,56.1,0.519,15.1,19.9,0.758,10.8,33.4,44.2,23.1,6.9,3.2,16.5,18.3,106.9,2020,CLE
158,242.1,38.6,85.8,0.45,10.0,29.7,0.336,28.6,56.0,0.51,16.7,22.4,0.743,10.4,32.3,42.8,23.8,7.8,4.5,15.5,18.2,103.8,2021,CLE
159,240.6,39.7,84.6,0.469,11.6,32.8,0.355,28.1,51.9,0.541,16.8,22.1,0.76,10.2,34.0,44.2,25.2,7.1,4.2,14.4,17.5,107.8,2022,CLE
160,243.0,38.1,90.6,0.42,9.0,24.9,0.36,29.1,65.8,0.443,17.4,24.1,0.722,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,102.5,1996,DAL
161,241.5,34.3,78.7,0.436,5.2,16.0,0.327,29.1,62.6,0.464,16.8,23.4,0.717,12.7,27.6,40.3,20.3,8.0,4.3,16.1,21.9,90.6,1997,DAL
162,242.7,35.1,82.4,0.427,5.1,14.4,0.357,30.0,67.9,0.442,16.0,21.2,0.753,12.3,27.8,40.1,18.7,7.9,5.7,14.4,20.0,91.4,1998,DAL
163,241.5,35.0,80.7,0.434,4.0,11.9,0.339,30.9,68.8,0.45,17.6,24.2,0.728,12.9,29.6,42.5,18.4,7.0,5.8,13.8,21.3,91.6,1999,DAL
164,240.6,39.0,85.9,0.453,6.3,16.2,0.391,32.6,69.8,0.468,17.2,21.4,0.804,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4,2000,DAL
165,241.5,37.6,81.9,0.459,6.3,16.5,0.381,31.3,65.4,0.479,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6.0,13.9,23.3,100.5,2001,DAL
166,242.4,39.0,84.5,0.462,7.6,20.1,0.378,31.5,64.5,0.488,19.6,24.3,0.806,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2,2002,DAL
167,241.2,38.5,85.1,0.453,7.8,20.3,0.381,30.8,64.8,0.475,18.1,21.9,0.829,11.1,31.0,42.1,22.4,8.1,5.5,11.6,21.1,103.0,2003,DAL
168,241.5,40.5,88.2,0.459,6.2,17.8,0.348,34.3,70.4,0.488,18.0,22.6,0.796,14.3,31.0,45.3,23.9,8.0,5.3,12.2,19.6,105.2,2004,DAL
169,240.6,37.3,81.6,0.457,5.6,15.5,0.364,31.6,66.1,0.479,22.3,28.2,0.789,12.1,30.9,42.9,19.6,8.6,5.6,13.4,22.3,102.5,2005,DAL
170,242.4,36.0,77.7,0.462,5.1,13.6,0.374,30.9,64.2,0.481,22.2,28.3,0.783,12.6,29.6,42.2,18.0,7.2,6.0,13.6,22.4,99.1,2006,DAL
171,240.9,36.7,78.6,0.467,6.5,17.1,0.381,30.2,61.4,0.491,20.1,24.9,0.805,11.2,30.7,41.9,19.9,6.8,5.0,13.9,22.4,100.0,2007,DAL
172,240.6,36.9,79.5,0.464,6.0,17.1,0.352,30.9,62.3,0.495,20.6,25.3,0.814,10.8,32.2,43.0,21.0,6.0,4.9,12.6,21.8,100.4,2008,DAL
173,241.5,38.1,82.6,0.462,7.0,19.9,0.35,31.2,62.7,0.498,18.5,22.6,0.819,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7,2009,DAL
174,242.4,38.3,82.4,0.464,6.8,18.3,0.372,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102.0,2010,DAL
175,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2,2011,DAL
176,243.4,36.3,82.0,0.443,7.5,22.2,0.339,28.8,59.8,0.482,15.6,20.2,0.771,10.1,32.7,42.8,20.9,8.6,5.1,14.0,18.6,95.8,2012,DAL
177,243.7,38.8,84.0,0.462,7.4,19.9,0.372,31.4,64.2,0.489,16.1,20.4,0.793,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,101.1,2013,DAL
178,241.8,39.6,83.6,0.474,8.8,22.9,0.384,30.8,60.7,0.508,16.8,21.1,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,104.8,2014,DAL
179,242.4,39.7,85.8,0.463,8.9,25.4,0.352,30.8,60.4,0.509,16.9,22.5,0.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2,2015,DAL
180,244.0,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,2016,DAL
181,241.2,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9,2017,DAL
182,241.5,38.1,85.9,0.444,11.8,32.8,0.36,26.4,53.1,0.496,14.2,18.7,0.763,8.1,33.1,41.3,22.7,7.0,3.8,12.3,19.2,102.3,2018,DAL
183,241.2,38.8,86.9,0.447,12.5,36.6,0.34,26.3,50.2,0.524,18.8,25.3,0.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,108.9,2019,DAL
184,242.3,41.7,90.3,0.461,15.1,41.3,0.367,26.5,49.0,0.541,18.6,23.8,0.779,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,117.0,2020,DAL
185,240.3,41.1,87.3,0.47,13.8,38.1,0.362,27.3,49.2,0.554,16.5,21.2,0.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4,2021,DAL
186,240.9,39.3,85.1,0.461,13.1,37.4,0.35,26.2,47.8,0.548,16.4,21.2,0.771,9.3,33.8,43.0,23.4,6.7,4.0,12.5,19.7,108.0,2022,DAL
187,241.8,36.6,81.2,0.451,4.8,14.0,0.346,31.8,67.2,0.473,19.7,26.5,0.743,12.9,30.3,43.2,22.6,6.4,7.3,15.4,23.0,97.7,1996,DEN
188,243.0,35.8,81.5,0.439,7.8,20.9,0.372,28.0,60.7,0.462,18.5,24.3,0.761,12.1,29.9,42.0,23.0,6.1,5.9,16.6,21.8,97.8,1997,DEN
189,240.6,32.6,78.2,0.417,3.5,10.9,0.323,29.1,67.3,0.433,20.2,26.2,0.772,12.7,26.3,39.0,18.9,8.1,4.8,16.0,23.6,89.0,1998,DEN
190,240.5,33.6,79.8,0.421,6.0,18.4,0.328,27.6,61.3,0.45,20.2,26.5,0.762,12.9,27.8,40.8,19.4,7.5,5.5,14.8,22.9,93.5,1999,DEN
191,242.1,37.3,84.3,0.442,5.7,17.0,0.336,31.5,67.2,0.469,18.7,25.8,0.724,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99.0,2000,DEN
192,241.2,36.3,83.9,0.433,6.2,17.6,0.355,30.1,66.3,0.454,17.7,24.0,0.737,12.7,31.5,44.2,24.0,6.7,6.6,13.9,22.2,96.6,2001,DEN
193,241.5,35.5,83.8,0.424,5.2,15.7,0.329,30.4,68.1,0.446,15.9,21.4,0.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2,2002,DEN
194,240.6,32.8,79.8,0.411,2.8,10.0,0.278,30.0,69.8,0.43,15.8,22.6,0.699,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,84.2,2003,DEN
195,240.6,36.5,82.5,0.443,4.0,12.0,0.336,32.5,70.5,0.461,20.2,26.3,0.767,13.2,29.1,42.3,21.9,9.1,6.3,15.6,22.0,97.2,2004,DEN
196,240.9,37.0,80.7,0.459,3.9,11.5,0.34,33.1,69.2,0.479,21.5,28.2,0.763,11.8,30.2,42.0,23.9,9.1,6.0,14.9,22.9,99.5,2005,DEN
197,243.0,37.5,81.4,0.461,4.3,13.1,0.325,33.3,68.2,0.487,21.0,28.2,0.744,11.0,30.3,41.3,23.4,8.5,5.6,14.8,22.7,100.3,2006,DEN
198,241.2,38.6,83.0,0.465,5.9,17.6,0.336,32.7,65.4,0.5,22.3,29.9,0.746,12.2,31.2,43.4,23.4,8.3,5.3,16.5,21.4,105.4,2007,DEN
199,242.1,40.3,85.8,0.47,6.9,19.6,0.355,33.4,66.3,0.504,23.1,30.7,0.751,11.2,32.9,44.1,24.7,9.2,6.7,14.7,21.1,110.7,2008,DEN
200,240.6,37.3,79.4,0.47,6.7,18.0,0.371,30.6,61.4,0.499,23.1,30.3,0.76,11.0,30.6,41.6,22.2,8.7,6.0,15.3,22.9,104.3,2009,DEN
201,241.2,38.1,81.4,0.468,6.6,18.5,0.359,31.5,62.9,0.5,23.6,30.6,0.772,10.8,30.5,41.4,21.0,8.3,5.1,13.9,22.5,106.5,2010,DEN
202,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42.0,22.1,7.4,4.3,14.1,21.0,107.5,2011,DEN
203,243.0,39.0,81.9,0.476,6.6,19.9,0.332,32.4,62.0,0.522,19.6,26.7,0.735,11.2,31.9,43.1,24.0,8.2,5.0,15.4,19.7,104.1,2012,DEN
204,242.7,40.7,85.2,0.478,6.4,18.5,0.343,34.4,66.6,0.516,18.4,26.2,0.701,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,106.1,2013,DEN
205,240.9,38.4,85.9,0.447,8.6,23.9,0.358,29.8,62.0,0.481,19.1,26.3,0.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,104.4,2014,DEN
206,242.4,37.8,87.3,0.433,8.0,24.8,0.325,29.7,62.5,0.476,17.8,24.3,0.734,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5,2015,DEN
207,241.8,37.7,85.4,0.442,8.0,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,101.9,2016,DEN
208,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,111.7,2017,DEN
209,242.4,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11.0,33.5,44.5,25.1,7.6,4.9,15.0,18.7,110.0,2018,DEN
210,240.6,41.9,90.0,0.466,11.0,31.4,0.351,30.9,58.7,0.527,15.8,20.9,0.755,11.9,34.5,46.4,27.4,7.7,4.4,13.4,20.0,110.7,2019,DEN
211,243.1,42.0,88.9,0.473,11.0,30.6,0.359,31.1,58.3,0.533,16.2,20.9,0.777,10.8,33.4,44.1,26.7,8.0,4.6,13.8,20.3,111.3,2020,DEN
212,242.8,43.3,89.2,0.485,12.9,34.2,0.377,30.4,55.0,0.552,15.7,19.5,0.803,10.5,33.9,44.4,26.8,8.1,4.5,13.5,19.1,115.1,2021,DEN
213,241.5,41.7,86.3,0.483,12.7,35.9,0.353,29.0,50.4,0.575,16.7,21.0,0.795,9.2,34.9,44.1,27.8,7.2,3.7,14.5,20.0,112.7,2022,DEN
214,241.8,34.3,74.7,0.459,6.6,16.5,0.404,27.6,58.2,0.475,20.2,26.9,0.751,10.8,29.8,40.5,19.6,6.2,4.3,14.8,23.8,95.4,1996,DET
215,241.8,34.5,74.3,0.464,7.1,18.3,0.388,27.4,56.0,0.488,18.1,24.3,0.745,10.5,28.0,38.4,19.0,7.7,3.5,12.7,20.1,94.2,1997,DET
216,243.4,34.9,77.7,0.449,3.6,11.4,0.312,31.3,66.3,0.473,20.8,27.9,0.745,12.7,28.5,41.2,19.5,8.3,4.2,14.6,22.0,94.2,1998,DET
217,241.0,33.2,74.3,0.447,5.0,13.6,0.365,28.2,60.7,0.465,19.0,25.7,0.74,12.1,28.2,40.3,20.2,8.9,4.2,15.8,22.8,90.4,1999,DET
218,241.8,37.1,80.9,0.459,5.4,14.9,0.359,31.8,66.0,0.481,23.9,30.6,0.781,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5,103.5,2000,DET
219,242.1,35.6,83.9,0.424,4.7,13.6,0.35,30.9,70.3,0.439,19.6,27.2,0.721,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,95.6,2001,DET
220,240.0,34.7,76.8,0.452,6.9,18.4,0.376,27.8,58.4,0.475,18.0,23.8,0.756,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3,2002,DET
221,242.7,32.9,76.5,0.43,6.5,18.1,0.358,26.4,58.4,0.452,19.0,24.6,0.771,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4,2003,DET
222,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1,2004,DET
223,243.4,34.8,78.3,0.444,4.4,12.8,0.345,30.3,65.5,0.463,19.4,26.2,0.739,12.9,30.6,43.4,21.8,7.0,6.1,13.8,20.0,93.3,2005,DET
224,241.8,36.4,80.0,0.455,6.8,17.7,0.384,29.6,62.3,0.475,17.3,23.8,0.727,11.9,28.6,40.5,24.0,7.1,6.0,11.4,18.5,96.8,2006,DET
225,242.4,35.9,79.1,0.454,5.5,15.9,0.344,30.4,63.2,0.481,18.8,24.2,0.774,11.6,29.0,40.5,21.6,7.1,5.8,12.2,20.4,96.0,2007,DET
226,240.6,36.6,79.9,0.458,5.9,16.2,0.366,30.6,63.7,0.481,18.4,24.0,0.767,11.9,29.5,41.4,22.3,7.1,5.8,11.7,20.6,97.5,2008,DET
227,242.7,36.4,80.0,0.454,4.6,13.2,0.349,31.8,66.8,0.475,16.9,22.5,0.751,11.6,29.9,41.4,20.6,6.0,4.6,11.9,20.9,94.2,2009,DET
228,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66.0,0.474,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94.0,2010,DET
229,242.4,37.3,81.1,0.46,5.8,15.3,0.376,31.5,65.7,0.479,16.7,22.6,0.737,11.4,27.3,38.6,21.1,7.3,4.0,13.0,19.9,97.0,2011,DET
230,241.9,34.7,79.3,0.438,4.8,13.9,0.346,29.9,65.4,0.457,16.6,22.1,0.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,90.9,2012,DET
231,241.5,36.3,81.0,0.449,6.3,17.6,0.356,30.1,63.4,0.474,15.9,22.8,0.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9,2013,DET
232,241.2,38.8,86.9,0.447,6.2,19.3,0.321,32.6,67.6,0.483,17.3,25.7,0.67,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0,2014,DET
233,241.8,37.1,85.8,0.432,8.6,24.9,0.344,28.5,60.9,0.468,15.8,22.4,0.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5,2015,DET
234,242.4,37.9,86.4,0.439,9.0,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0,2016,DET
235,241.5,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,101.3,2017,DET
236,241.5,39.1,86.9,0.45,10.8,28.9,0.373,28.3,58.0,0.488,14.7,19.8,0.745,10.1,33.6,43.7,22.8,7.7,3.9,13.5,18.4,103.8,2018,DET
237,242.1,38.8,88.3,0.44,12.1,34.8,0.348,26.7,53.5,0.5,17.3,23.1,0.747,11.4,33.6,45.0,22.5,6.9,4.0,13.8,22.1,107.0,2019,DET
238,241.9,39.3,85.7,0.459,12.0,32.7,0.367,27.3,53.0,0.515,16.6,22.4,0.743,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,107.2,2020,DET
239,242.1,38.7,85.6,0.452,11.6,32.9,0.351,27.1,52.7,0.515,17.8,23.4,0.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,106.6,2021,DET
240,241.2,38.2,88.6,0.431,11.3,34.6,0.326,26.9,54.0,0.498,17.2,22.0,0.782,11.0,32.0,43.0,23.5,7.7,4.8,14.2,21.9,104.8,2022,DET
241,240.9,37.3,81.7,0.456,5.5,14.6,0.373,31.8,67.1,0.474,21.6,28.5,0.759,14.3,27.9,42.2,23.0,8.6,5.7,16.4,22.4,101.6,1996,GSW
242,242.7,36.5,80.1,0.456,5.9,16.6,0.353,30.7,63.5,0.483,20.7,26.6,0.778,13.2,27.5,40.8,22.2,7.5,4.4,17.2,21.8,99.6,1997,GSW
243,241.8,34.7,83.9,0.413,2.3,8.5,0.272,32.4,75.5,0.429,16.6,23.3,0.71,15.7,30.2,45.9,20.8,7.6,5.5,16.7,22.7,88.3,1998,GSW
244,242.5,34.6,83.5,0.415,3.2,11.3,0.287,31.4,72.2,0.435,15.9,23.5,0.676,16.3,31.2,47.5,20.7,8.3,4.4,15.4,25.4,88.3,1999,GSW
245,240.9,36.5,87.1,0.42,4.2,13.0,0.323,32.3,74.0,0.437,18.3,26.2,0.697,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,95.5,2000,GSW
246,241.2,35.8,87.5,0.409,3.4,11.8,0.293,32.4,75.7,0.427,17.4,24.7,0.706,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1,92.5,2001,GSW
247,241.2,36.6,85.2,0.429,3.9,12.1,0.322,32.7,73.1,0.447,20.6,28.6,0.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23.0,97.7,2002,GSW
248,240.9,37.3,84.6,0.441,5.2,15.1,0.344,32.1,69.6,0.462,22.6,29.0,0.778,15.7,31.0,46.7,20.9,7.2,6.2,15.8,21.8,102.4,2003,GSW
249,242.1,35.1,79.4,0.442,5.2,15.6,0.334,29.8,63.8,0.468,17.9,24.7,0.725,12.2,30.9,43.1,20.5,7.0,4.7,14.8,20.6,93.3,2004,GSW
250,242.7,36.9,85.8,0.43,7.6,21.6,0.352,29.3,64.2,0.457,17.2,23.8,0.722,13.0,29.7,42.7,22.1,7.8,5.1,13.6,22.4,98.7,2005,GSW
251,241.8,35.8,82.7,0.433,7.6,22.3,0.341,28.2,60.4,0.467,19.2,26.7,0.718,12.0,30.3,42.3,20.7,7.4,4.4,14.1,23.7,98.5,2006,GSW
252,240.9,39.8,86.0,0.463,8.5,24.0,0.356,31.2,62.0,0.504,18.5,25.8,0.717,11.5,30.0,41.4,23.8,9.1,5.7,16.0,23.6,106.5,2007,GSW
253,241.2,41.5,90.3,0.459,9.3,26.6,0.348,32.2,63.7,0.506,18.8,24.9,0.752,12.7,30.4,43.2,22.4,9.1,4.6,13.2,22.9,111.0,2008,GSW
254,242.4,39.4,86.0,0.458,6.7,18.0,0.373,32.7,68.0,0.48,23.1,29.2,0.791,11.6,30.4,42.0,20.9,7.8,6.4,14.6,22.5,108.6,2009,GSW
255,240.6,40.6,86.5,0.469,7.7,20.6,0.375,32.9,65.9,0.499,19.9,25.4,0.782,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23.0,108.8,2010,GSW
256,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.761,11.6,28.9,40.5,22.5,9.0,5.0,14.6,22.0,103.4,2011,GSW
257,241.1,37.7,82.5,0.457,7.9,20.5,0.388,29.8,62.0,0.48,14.4,18.7,0.77,9.7,29.5,39.2,22.3,8.0,5.5,13.9,21.4,97.8,2012,GSW
258,241.5,38.2,83.4,0.458,8.0,19.9,0.403,30.1,63.5,0.475,16.8,21.3,0.79,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,101.2,2013,GSW
259,241.8,39.5,85.4,0.462,9.4,24.8,0.38,30.0,60.6,0.496,15.9,21.1,0.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,104.3,2014,GSW
260,240.6,41.6,87.0,0.478,10.8,27.0,0.398,30.8,60.0,0.514,16.0,20.8,0.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,110.0,2015,GSW
261,242.4,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,2016,GSW
262,241.2,43.1,87.1,0.495,12.0,31.2,0.383,31.1,55.8,0.557,17.8,22.6,0.788,9.4,35.0,44.4,30.4,9.6,6.8,14.8,19.3,115.9,2017,GSW
263,240.6,42.8,85.1,0.503,11.3,28.9,0.391,31.5,56.2,0.56,16.6,20.3,0.815,8.4,35.1,43.5,29.3,8.0,7.5,15.5,19.6,113.5,2018,GSW
264,241.5,44.0,89.8,0.491,13.3,34.4,0.385,30.8,55.3,0.557,16.3,20.4,0.801,9.7,36.5,46.2,29.4,7.6,6.4,14.3,21.4,117.7,2019,GSW
265,241.9,38.6,88.2,0.438,10.4,31.3,0.334,28.2,56.9,0.495,18.7,23.2,0.803,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3,2020,GSW
266,240.3,41.3,88.2,0.468,14.6,38.7,0.376,26.7,49.4,0.541,16.6,21.1,0.785,8.0,35.1,43.0,27.7,8.2,4.8,15.0,21.2,113.7,2021,GSW
267,240.6,40.5,86.4,0.469,14.3,39.4,0.364,26.2,47.0,0.557,15.6,20.3,0.769,9.8,35.7,45.5,27.1,8.8,4.5,14.9,21.0,111.0,2022,GSW
268,241.5,37.5,81.0,0.464,7.8,21.5,0.362,29.8,59.5,0.501,19.6,25.7,0.765,11.2,29.9,41.1,24.2,7.9,5.8,15.2,21.4,102.5,1996,HOU
269,242.1,37.0,79.1,0.468,8.2,22.4,0.365,28.9,56.6,0.509,18.3,24.3,0.755,11.3,31.3,42.6,24.5,8.4,4.2,16.6,19.6,100.6,1997,HOU
270,241.8,35.9,79.4,0.452,7.0,20.4,0.343,28.9,59.1,0.49,19.9,25.9,0.771,12.0,28.7,40.7,21.9,8.4,3.6,15.8,20.2,98.8,1998,HOU
271,241.5,35.1,76.0,0.462,6.7,18.3,0.368,28.4,57.7,0.492,17.3,23.7,0.729,10.7,30.8,41.5,21.2,7.7,5.2,16.2,19.2,94.2,1999,HOU
272,241.8,36.6,81.3,0.45,7.1,19.8,0.358,29.5,61.5,0.48,19.2,26.2,0.733,12.3,31.5,43.8,21.6,7.5,5.3,17.4,20.3,99.5,2000,HOU
273,241.8,35.9,79.2,0.453,6.1,17.2,0.357,29.7,62.0,0.48,19.3,25.4,0.758,11.2,30.8,42.0,19.7,7.2,4.4,14.7,20.2,97.2,2001,HOU
274,243.7,34.6,80.8,0.428,6.0,18.0,0.335,28.5,62.8,0.455,17.1,23.1,0.741,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18.0,92.3,2002,HOU
275,243.0,34.6,78.8,0.44,5.4,15.5,0.346,29.3,63.3,0.462,19.1,24.9,0.768,12.5,31.3,43.8,18.4,7.2,6.0,15.6,19.5,93.8,2003,HOU
276,243.0,33.4,75.5,0.442,6.3,17.1,0.366,27.1,58.4,0.464,16.7,21.6,0.773,10.3,32.3,42.6,19.3,6.8,5.4,16.7,21.5,89.8,2004,HOU
277,242.1,34.7,78.3,0.443,6.7,18.5,0.364,28.0,59.7,0.468,18.9,24.2,0.781,10.7,31.7,42.4,21.1,6.9,4.6,13.8,22.0,95.1,2005,HOU
278,241.8,33.0,76.2,0.433,5.7,17.2,0.332,27.3,59.0,0.463,18.3,24.1,0.759,10.4,31.3,41.6,19.3,7.2,3.9,14.5,22.7,90.1,2006,HOU
279,242.1,35.4,79.6,0.445,8.6,23.1,0.372,26.8,56.5,0.475,17.5,23.2,0.753,10.7,32.6,43.3,20.8,7.1,4.1,14.2,20.9,97.0,2007,HOU
280,240.6,36.6,81.7,0.448,7.1,20.8,0.342,29.5,60.9,0.485,16.4,22.5,0.726,12.2,32.4,44.6,21.4,7.3,5.1,13.7,19.6,96.7,2008,HOU
281,241.5,36.1,79.6,0.453,7.6,20.2,0.375,28.5,59.4,0.48,18.7,23.2,0.805,10.5,32.5,43.0,20.3,6.7,4.3,14.1,18.9,98.4,2009,HOU
282,242.7,37.7,84.4,0.447,7.9,22.4,0.351,29.9,62.0,0.481,19.0,24.7,0.772,11.8,30.1,42.0,21.8,7.1,3.9,14.5,20.9,102.4,2010,HOU
283,242.4,38.7,85.1,0.454,8.3,22.5,0.367,30.4,62.6,0.486,20.3,25.4,0.801,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20.0,105.9,2011,HOU
284,243.4,37.7,84.0,0.449,7.2,20.2,0.359,30.5,63.8,0.477,15.4,19.7,0.782,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,98.1,2012,HOU
285,241.2,38.1,82.7,0.461,10.6,28.9,0.366,27.5,53.8,0.511,19.2,25.5,0.754,11.1,32.3,43.4,23.2,8.3,4.4,16.4,20.3,106.0,2013,HOU
