,Team,Actual_Score,Year,Predicted_Score
559,SAC,0.0,2014,0.1907987822024026
554,NOP,0.0,2014,-0.020055590180134364
556,ORL,0.0,2014,-0.24898463295451378
551,LAL,0.0,2014,-0.8059665049175382
560,UTA,0.0,2014,-1.1261218504062862
552,MIL,0.0,2014,-1.141437630793407
557,PHI,0.0,2014,-1.3051210566483888
561,GSW,10.0,2015,4.382527208080984
563,ATL,4.0,2015,3.4401754609910142
566,LAC,2.0,2015,3.351418972799344
575,SAS,1.0,2015,2.9505387994306362
562,CLE,7.0,2015,2.805716829524191
565,CHI,2.0,2015,2.595489397798067
574,POR,1.0,2015,2.3666130777275054
564,HOU,4.0,2015,2.3030525364698873
576,TOR,1.0,2015,2.2246391052991976
567,MEM,2.0,2015,2.150369619809933
571,DAL,1.0,2015,1.9150945665849708
585,OKC,0.0,2015,1.8792380453473936
590,UTA,0.0,2015,1.873172660704149
568,WAS,2.0,2015,1.8669426530762188
573,NOP,1.0,2015,1.6597961261706426
580,IND,0.0,2015,1.6567422342067895
572,MIL,1.0,2015,1.6522512835263772
569,BOS,1.0,2015,1.4829138380993596
582,MIA,0.0,2015,1.3970332762628321
579,DET,0.0,2015,1.3172921140484326
577,CHO,0.0,2015,0.8786921684643063
588,PHO,0.0,2015,0.8568131838233193
570,BRK,1.0,2015,0.7829595587331972
589,SAC,0.0,2015,0.1573233912411665
586,ORL,0.0,2015,0.07279802920217976
578,DEN,0.0,2015,-0.09110663999844537
587,PHI,0.0,2015,-0.6269415156713054
581,LAL,0.0,2015,-1.2405737593039
584,NYK,0.0,2015,-1.5379047817219769
583,MIN,0.0,2015,-1.613219677895213
598,SAS,2.0,2016,5.193347652287013
592,GSW,7.0,2016,4.482011162294655
593,OKC,4.0,2016,3.7394752346344164
605,LAC,1.0,2016,3.1734108672315253
591,CLE,10.0,2016,3.07510910039141
595,ATL,2.0,2016,2.932935583988792
594,TOR,4.0,2016,2.8443711144802784
596,MIA,2.0,2016,2.7274979827669172
599,BOS,1.0,2016,2.2595080510299996
600,CHO,1.0,2016,2.2202711440639797
604,IND,1.0,2016,1.9440364295822243
619,UTA,0.0,2016,1.67298079369089
603,HOU,1.0,2016,1.6706326257991708
602,DET,1.0,2016,1.6018843057440937
620,WAS,0.0,2016,1.3782452627806079
597,POR,2.0,2016,1.2340507396616607
618,SAC,0.0,2016,0.8886589275337927
615,ORL,0.0,2016,0.7702536151410053
608,CHI,0.0,2016,0.7462005036592969
614,NYK,0.0,2016,0.6290612000696948
601,DAL,1.0,2016,0.5722481835453624
611,MIL,0.0,2016,0.5222394368984248
606,MEM,1.0,2016,0.3654174582001945
612,MIN,0.0,2016,0.3152691000888913
609,DEN,0.0,2016,0.21414882742242394
613,NOP,0.0,2016,-0.0581069400250569
607,BRK,0.0,2016,-0.6250463948831938
617,PHO,0.0,2016,-0.7441318171597031
616,PHI,0.0,2016,-1.1224233972606568
610,LAL,0.0,2016,-1.7095349388535992
621,GSW,10.0,2017,5.257316829309764
624,SAS,4.0,2017,3.407101991583599
625,HOU,2.0,2017,3.0856678854577604
627,UTA,2.0,2017,2.8664951900825795
632,LAC,1.0,2017,2.712585581887878
626,TOR,2.0,2017,2.6692619772186683
622,CLE,7.0,2017,2.3746107721919314
623,BOS,4.0,2017,2.2594796726409925
